ID,clump,size,lnsize,wetmass,wetdemse,density,ogshell,lnshell,shell,final,foil,ogtissue,lntissue,tissue,ogcondition,condition,totaldense,type
362,41,29,3.36729583,2.628,117.853,39,1.403,0.338612801,1.226073464,,,0.09,-2.407945609,0.079208891,0.064148254,0.064603707,47,clump
363,41,29.6,3.387774361,3.705,117.853,39,1.431,0.358373501,1.161189805,,,0.112,-2.189256408,0.091884871,0.078266946,0.079129933,47,clump
364,41,27.6,3.317815773,3.645,117.853,39,1.455,0.375005901,1.52093863,,,0.102,-2.282782466,0.106374756,0.070103093,0.069940203,47,clump
365,41,25,3.218875825,2.139,117.853,39,0.762,-0.271808723,1.139598094,,,0.066,-2.718100537,0.096642079,0.086614173,0.084803651,47,clump
366,41,29.1,3.370738174,2.985,117.853,39,1.43,0.357674444,1.234192752,,,0.126,-2.071473372,0.109590814,0.088111888,0.088795541,47,clump
367,41,30.4,3.414442608,3.078,117.853,39,0.988,-0.012072581,0.72793759,,,0.136,-1.995100393,0.101821402,0.137651822,0.139876555,47,clump
368,41,28.6,3.353406718,2.989,117.853,39,1.045,0.044016885,0.960308615,,,0.126,-2.071473372,0.116303185,0.120574163,0.121110218,47,clump
369,41,30.6,3.421000009,2.637,117.853,39,1.006,0.005982072,0.723812354,,,0.094,-2.364460497,0.068811325,0.093439364,0.095067906,47,clump
370,41,28,3.33220451,2.79,117.853,39,1.133,0.124868982,1.1242358,,,0.099,-2.312635429,0.098274243,0.087378641,0.087414262,47,clump
371,41,30.2,3.407841924,2.818,117.853,39,1.055,0.053540767,0.796098674,,,0.101,-2.292634762,0.077348896,0.095734597,0.097159935,47,clump
372,41,26.3,3.269568939,2.945,117.853,39,1.114,0.107957142,1.386707792,,,0.107,-2.234926445,0.131671602,0.096050269,0.094952666,47,clump
373,41,29.5,3.384390263,3.738,117.853,39,1.427,0.355574338,1.172216553,,,0.121,-2.111964733,0.100427445,0.084793273,0.085673116,47,clump
374,41,18.7,2.928523524,0.861,117.853,39,0.314,-1.158362293,1.343391533,,,0.048,-3.036554268,0.190274717,0.152866242,0.141637574,47,clump
375,41,29,3.36729583,3.928,117.853,39,1.528,0.423959691,1.33531023,,,0.105,-2.253794929,0.092410373,0.068717277,0.069205171,47,clump
376,41,28,3.33220451,2.917,117.853,39,1.149,0.138891999,1.140112034,,,0.096,-2.343407088,0.095296235,0.083550914,0.083584974,47,clump
377,41,28.8,3.360375387,3.882,117.853,39,1.662,0.508021696,1.489257474,,,0.143,-1.944910649,0.12887728,0.086040915,0.086537944,47,clump
378,41,30.9,3.430756184,3.575,117.853,39,1.167,0.154436353,0.8105144,,,0.147,-1.917322692,0.104067784,0.12596401,0.128397206,47,clump
379,41,25.3,3.230804396,2.088,117.853,39,0.765,-0.267879445,1.095732953,,,0.109,-2.216407397,0.153207374,0.14248366,0.139821818,47,clump
568,51,23.3,3.148453361,2.234,44.319,22,0.837,-0.177931208,1.615238279,0.232,0.146,0.086,-2.453407983,0.160333473,0.102747909,0.099263047,49,clump
569,51,30,3.401197382,3.875,62.323,22,1.407,-2.120263536,0.092755971,0.221,0.101,0.12,0.423305026,1.196381507,0.085287846,12.89816158,49,clump
570,51,30.6,3.421000009,3.463,62.323,22,1.283,0.249201086,0.923112575,0.257,0.123,0.134,-2.009915479,0.09809274,0.104442712,0.10626303,49,clump
571,51,30.6,3.421000009,3.637,62.323,22,1.444,0.36741704,1.038951331,0.248,0.137,0.111,-2.198225078,0.081255926,0.076869806,0.07820956,49,clump
572,51,27.6,3.317815773,3.315,62.323,22,1.102,-2.145581344,0.122302282,0.226,0.109,0.117,0.19803085,1.271282627,0.106170599,10.39459453,49,clump
573,51,27.6,3.317815773,2.92,62.323,22,1.296,-2.189256408,0.117075688,0.244,0.132,0.112,0.335042644,1.457959896,0.087091757,12.45313964,49,clump
574,51,28.5,3.349904087,3.046,62.323,22,1.183,-2.162823151,0.107028397,0.209,0.094,0.115,0.260824618,1.21258832,0.097210482,11.32959432,49,clump
575,51,28.2,3.339321978,2.518,62.323,22,1.144,-2.780620894,0.059955564,0.137,0.075,0.062,0.187309098,1.168286678,0.054195804,19.48587591,49,clump
576,51,21.9,3.086486637,1.426,62.323,22,0.53,0.197210169,2.94156986,0.123,0.076,0.047,-3.057607677,0.108375497,0.038587849,0.036842741,49,clump
577,51,31.2,3.440418095,3.448,62.323,22,1.353,0.200488861,0.819541877,0.215,0.088,0.127,-2.063568193,0.086978121,0.103927987,0.106130173,49,clump
578,51,25.8,3.250374492,2.369,62.323,22,0.901,0.089840704,1.459800677,0.191,0.088,0.103,-2.273026291,0.135374913,0.094149909,0.092735204,49,clump
579,51,28.9,3.363841595,3.4,62.323,22,1.218,-2.137070655,0.104417043,0.205,0.087,0.118,0.289680075,1.189825892,0.096880131,11.39493952,49,clump
580,51,30.9,3.430756184,2.826,62.323,22,1.222,0.200488861,0.84871345,0.192,0.084,0.108,-2.225624052,0.076457964,0.088379705,0.0900869,49,clump
581,51,29.2,3.374168709,3.135,62.323,22,1.094,-2.225624052,0.092061365,0.17,0.062,0.108,0.183986836,1.033231993,0.098720293,11.22329653,49,clump
582,51,30.5,3.417726684,2.77,62.323,22,1.166,0.153579088,0.848931613,0.196,0.113,0.083,-2.488914671,0.061444951,0.071183533,0.072379153,49,clump
583,51,26.9,3.292126287,2.592,62.323,22,1.001,0.0009995,1.14833975,0.219,0.117,0.102,-2.282782466,0.116173322,0.101898102,0.101166334,49,clump
584,51,30.4,3.414442608,2.755,62.323,22,1.146,0.136277618,0.844348662,0.212,0.121,0.091,-2.396895772,0.068130497,0.079406632,0.080690004,49,clump
585,51,28.6,3.353406718,2.792,62.323,22,1.017,-2.3227878,0.09005765,0.226,0.128,0.098,0.108854405,1.029190886,0.096361849,11.42813394,49,clump
586,51,29.5,3.384390263,3.102,62.323,22,1.186,0.170586301,0.974245853,0.232,0.131,0.101,-2.292634762,0.083827867,0.085160202,0.086043853,49,clump
587,51,27.1,3.299533728,2.622,62.323,22,0.973,-2.407945609,0.100515549,0.194,0.104,0.09,0.061095099,1.180334646,0.092497431,11.74280649,49,clump
588,51,31.8,3.45946629,4.078,62.323,22,1.794,0.584447764,1.12298987,0.253,0.124,0.129,-2.128631786,0.076344631,0.066332219,0.067983365,49,clump
