ID,Sample,size,lnsize,ogtissue,lntissue,tissue,ogshell,lnshell,shell,site,mass,no,ratio,ratio.m,location,body,Type,clump.density
L24,3.2,17.57,2.866192902,0.03,-3.506557897,0.014397167,0.223,-1.500583508,0.121070003,3,26.279,92,1.967741935,5.332289157,sport,0.118916051,Clump,mid
H95,4.1.1,17.59,2.867330559,0.03,-3.506557897,0.014339285,0.294,-1.224175512,0.159082888,4,106.604,222,2.69047619,14.85189591,sport,0.090137194,Clump,high
N97,2.2.2,17.6,2.867898902,0.026,-3.649658741,0.012402395,0.258,-1.354795694,0.139369803,2,91.724,282,2.098901099,12.80138429,sport,0.088989115,Clump,high
N76,2.1.2?,17.6,2.867898902,0.028,-3.575550769,0.013356426,0.251,-1.38230234,0.135588452,2,91.724,282,2.098901099,12.80138429,sport,0.098507105,Clump,high
H146,4.2.2,17.61,2.868466923,0.021,-3.863232841,0.009997191,0.251,-1.38230234,0.135361749,4,106.604,222,2.69047619,14.85189591,sport,0.073855363,Clump,high
H100,4.1.1,17.62,2.869034621,0.023,-3.772261063,0.010927316,0.243,-1.414693836,0.130828445,4,106.604,222,2.69047619,14.85189591,sport,0.083524009,Clump,high
N116,2.2.1,17.67,2.871868286,0.022,-3.816712826,0.010347862,0.303,-1.194022473,0.161775612,2,91.724,282,2.098901099,12.80138429,sport,0.063964291,Clump,high
H107,4.1.1,17.72,2.874693945,0.027,-3.611918413,0.012573214,0.297,-1.21402314,0.157257598,4,106.604,222,2.69047619,14.85189591,sport,0.079952986,Clump,high
N156,2.3.1,17.74,2.875821977,0.023,-3.772261063,0.01066782,0.253,-1.37436579,0.133515741,2,91.724,282,2.098901099,12.80138429,sport,0.079899341,Clump,high
H80,4.1.2,17.85,2.882003508,0.027,-3.611918413,0.012251955,0.231,-1.465337568,0.119705769,4,106.604,222,2.69047619,14.85189591,sport,0.102350584,Clump,high
L61,3.4,17.95,2.887590115,0.034,-3.381394754,0.01512618,0.265,-1.328025453,0.135083186,3,26.279,92,1.967741935,5.332289157,sport,0.111976781,Clump,mid
N66,2.1.1?,17.97,2.888703701,0.026,-3.649658741,0.011521557,0.248,-1.394326533,0.126003423,2,91.724,282,2.098901099,12.80138429,sport,0.091438448,Clump,high
H91,4.1.1,17.98,2.889260029,0.023,-3.772261063,0.010172089,0.274,-1.294627173,0.138985484,4,106.604,222,2.69047619,14.85189591,sport,0.073188137,Clump,high
N165,2.3.2,18,2.890371758,0.022,-3.816712826,0.009691596,0.273,-1.298283484,0.138025442,2,91.724,282,2.098901099,12.80138429,sport,0.070216015,Clump,high
H203,4.2.1,18.01,2.890927159,0.018,-4.017383521,0.007913909,0.266,-1.32425897,0.13426646,4,106.604,222,2.69047619,14.85189591,sport,0.058941813,Clump,high
N42,2.1.1,18.05,2.893145685,0.023,-3.772261063,0.010033088,0.271,-1.305636458,0.13589915,2,91.724,282,2.098901099,12.80138429,sport,0.073827454,Clump,high
N115,2.2.1,18.07,2.894253105,0.035,-3.352407217,0.01520799,0.283,-1.262308381,0.141454581,2,91.724,282,2.098901099,12.80138429,sport,0.107511468,Clump,high
H72,4.1.2,18.09,2.895359299,0.031,-3.473768074,0.013417275,0.253,-1.37436579,0.126047954,4,106.604,222,2.69047619,14.85189591,sport,0.106445795,Clump,high
H145,4.2.2,18.12,2.897016301,0.029,-3.540459449,0.012478214,0.327,-1.117795108,0.162122396,4,106.604,222,2.69047619,14.85189591,sport,0.076967859,Clump,high
N70,2.1.1?,18.12,2.897016301,0.027,-3.611918413,0.011617647,0.273,-1.298283484,0.13534989,2,91.724,282,2.098901099,12.80138429,sport,0.085834183,Clump,high
H74,4.1.2,18.16,2.899221373,0.023,-3.772261063,0.009819542,0.265,-1.328025453,0.130532873,4,106.604,222,2.69047619,14.85189591,sport,0.07522658,Clump,high
H171,4.2.1,18.16,2.899221373,0.026,-3.649658741,0.011100351,0.295,-1.220779923,0.145310179,4,106.604,222,2.69047619,14.85189591,sport,0.076390735,Clump,high
L74,3.4,18.17,2.899771882,0.019,-3.9633163,0.008095998,0.241,-1.422958345,0.118518658,3,26.279,92,1.967741935,5.332289157,sport,0.068309902,Clump,mid
L82,3.4,18.18,2.900322089,0.032,-3.442019376,0.013608825,0.277,-1.283737773,0.136002065,3,26.279,92,1.967741935,5.332289157,sport,0.100063372,Clump,mid
N45,2.1.1,18.2,2.901421594,0.023,-3.772261063,0.009743335,0.242,-1.418817553,0.118433443,2,91.724,282,2.098901099,12.80138429,sport,0.082268443,Clump,high
H104,4.1.1,18.23,2.903068589,0.028,-3.575550769,0.011792477,0.276,-1.287354413,0.13441906,4,106.604,222,2.69047619,14.85189591,sport,0.087729199,Clump,high
L8,3.1,18.24,2.903616985,0.021,-3.863232841,0.008827199,0.265,-1.328025453,0.128853438,3,26.279,92,1.967741935,5.332289157,sport,0.068505735,Clump,mid
N60,2.1.1?,18.24,2.903616985,0.035,-3.352407217,0.014711999,0.276,-1.287354413,0.134202072,2,91.724,282,2.098901099,12.80138429,sport,0.109625723,Clump,high
N189,2.3.3,18.26,2.904712875,0.031,-3.473768074,0.01298016,0.262,-1.339410775,0.12698409,2,91.724,282,2.098901099,12.80138429,sport,0.102218788,Clump,high
H55,4.1.1,18.34,2.909084467,0.011,-4.509860006,0.004535114,0.289,-1.241328591,0.13827788,4,106.604,222,2.69047619,14.85189591,sport,0.032797106,Clump,high
N100,2.2.2,18.38,2.911263117,0.037,-3.296837366,0.015137246,0.308,-1.177655496,0.146425984,2,91.724,282,2.098901099,12.80138429,sport,0.10337814,Clump,high
N170,2.3.2,18.4,2.912350665,0.028,-3.575550769,0.011411184,0.29,-1.237874356,0.137427609,2,91.724,282,2.098901099,12.80138429,sport,0.083034144,Clump,high
H138,4.2.2,18.41,2.912893995,0.024,-3.729701449,0.009762215,0.313,-1.161552088,0.14808981,4,106.604,222,2.69047619,14.85189591,sport,0.065920908,Clump,high
N91,2,18.42,2.913437031,0.025,-3.688879454,0.010149439,0.307,-1.180907531,0.145018843,2,91.724,282,2.098901099,12.80138429,sport,0.069987034,Clump,high
K67,1.4,18.46,2.915606229,0.026,-3.649658741,0.010474649,0.292,-1.231001477,0.137054586,1,25.697,116,2.135135135,9.707083333,sport,0.076426843,Clump,mid
L63,3.4,18.47,2.916147794,0.028,-3.575550769,0.01125878,0.304,-1.190727578,0.142459498,3,26.279,92,1.967741935,5.332289157,sport,0.079031446,Clump,mid
K28,1.2,18.5,2.917770732,0.039,-3.244193633,0.01559201,0.332,-1.10262031,0.154838684,1,25.697,116,2.135135135,9.707083333,sport,0.100698414,Clump,mid
N105,2.2.1,18.54,2.91993056,0.031,-3.473768074,0.012299224,0.289,-1.241328591,0.133929386,2,91.724,282,2.098901099,12.80138429,sport,0.09183365,Clump,high
H102,4.1.1,18.62,2.924236272,0.028,-3.575550769,0.010940888,0.283,-1.262308381,0.129495777,4,106.604,222,2.69047619,14.85189591,sport,0.084488378,Clump,high
N47,2.1.1,18.67,2.926917958,0.024,-3.729701449,0.009289274,0.232,-1.461017907,0.105323704,2,91.724,282,2.098901099,12.80138429,sport,0.088197377,Clump,high
N178,2.3.2,18.8,2.93385687,0.012,-4.422848629,0.004531906,0.118,-2.137070655,0.052485856,2,91.724,282,2.098901099,12.80138429,sport,0.08634528,Clump,high
N94,2.2,18.83,2.935451343,0.04,-3.218875825,0.015021302,0.285,-1.255266099,0.126172619,2,91.724,282,2.098901099,12.80138429,sport,0.119053584,Clump,high
H210,4.2.1,18.86,2.937043277,0.024,-3.729701449,0.008962119,0.285,-1.255266099,0.125582275,4,106.604,222,2.69047619,14.85189591,sport,0.071364522,Clump,high
N107,2.2.1,19.06,2.947591898,0.027,-3.611918413,0.009712727,0.269,-1.313043899,0.114905159,2,91.724,282,2.098901099,12.80138429,sport,0.084528205,Clump,high
H215,4.2.1,19.15,2.952302716,0.027,-3.611918413,0.009552053,0.326,-1.120857898,0.137333876,4,106.604,222,2.69047619,14.85189591,sport,0.069553506,Clump,high
N175,2.3.2,19.16,2.952824773,0.031,-3.473768074,0.010946916,0.358,-1.027222293,0.150582731,2,91.724,282,2.098901099,12.80138429,sport,0.072697023,Clump,high
H182,4.2.1,19.25,2.957511061,0.022,-3.816712826,0.007640927,0.297,-1.21402314,0.123211943,4,106.604,222,2.69047619,14.85189591,sport,0.062014497,Clump,high
N41,2.1.1,19.27,2.958549482,0.028,-3.575550769,0.009689123,0.277,-1.283737773,0.114563833,2,91.724,282,2.098901099,12.80138429,sport,0.084574011,Clump,high
M78,5.2,19.28,2.959068289,0.036,-3.324236341,0.012434579,0.268,-1.316768298,0.110672261,5,26.516,99,1.605263158,4.463836802,sport,0.112354975,Clump,mid
N181,2.3.3,19.73,2.98214032,0.027,-3.611918413,0.008594316,0.328,-1.114741671,0.126549009,2,91.724,282,2.098901099,12.80138429,sport,0.067912949,Clump,high
N37,2.1,19.78,2.984671326,0.033,-3.411247718,0.010410444,0.287,-1.248273063,0.10990781,2,91.724,282,2.098901099,12.80138429,sport,0.094719781,Clump,high
H153,4.2.2,19.82,2.986691529,0.028,-3.575550769,0.008770141,0.33,-1.108662625,0.125624945,4,106.604,222,2.69047619,14.85189591,sport,0.0698121,Clump,high
H46,4.1.1,20.66,3.028199464,0.031,-3.473768074,0.008382582,0.35,-1.049822124,0.117902613,4,106.604,222,2.69047619,14.85189591,sport,0.071097511,Clump,high
N1,2,36.21,3.589335324,0.012,-4.422848629,0.0004449,0.131,-2.032557956,0.008448736,2,91.724,282,2.098901099,12.80138429,sport,0.052658716,Clump,high
F6,6.1,7.11,1.961502244,0.002,-6.214608098,0.02362938,0.021,-3.863232841,0.163847851,6,6.814,48,1.285714286,2.578781513,sport,0.144215378,Mono,low
H7,4,7.13,1.964311234,0.002,-6.214608098,0.023395512,0.015,-4.199705078,0.116069684,4,2.971,28,1,3.132127955,sport,0.201564363,Mono,low
G3,6.2,7.16,1.968509981,0.002,-6.214608098,0.023050246,0.017,-4.074541935,0.12992851,6,6.814,48,1.285714286,2.578781513,sport,0.177407146,Mono,low
F5,6.1,7.2,1.974081026,0.003,-5.80914299,0.033899982,0.021,-3.863232841,0.15788725,6,6.814,48,1.285714286,2.578781513,sport,0.214710067,Mono,low
H4,4,7.24,1.979621206,0.002,-6.214608098,0.022160947,0.02,-3.912023005,0.147934504,4,2.971,28,1,3.132127955,sport,0.149802423,Mono,low
F10,6.1,7.31,1.989243274,0.001,-6.907755279,0.010709302,0.02,-3.912023005,0.143799939,6,6.814,48,1.285714286,2.578781513,sport,0.074473617,Mono,low
H19,4,7.32,1.990610328,0.001,-6.907755279,0.010657586,0.027,-3.611918413,0.193349663,4,2.971,28,1,3.132127955,sport,0.055120789,Mono,low
E8,7,7.35,1.994700313,0.002,-6.214608098,0.021008697,0.015,-4.199705078,0.106129974,7,2.864,38,0.583333333,2.934065934,sport,0.197952528,Mono,low
E3,7,7.46,2.009555414,0.002,-6.214608098,0.019932161,0.017,-4.074541935,0.1151303,7,2.864,38,0.583333333,2.934065934,sport,0.173126981,Mono,low
G19,6.2,7.58,2.0255132,0.002,-6.214608098,0.018837095,0.022,-3.816712826,0.142149881,6,6.814,48,1.285714286,2.578781513,sport,0.132515726,Mono,low
G17,6.2,7.62,2.03077637,0.002,-6.214608098,0.018489281,0.021,-3.863232841,0.133600858,6,6.814,48,1.285714286,2.578781513,sport,0.138391933,Mono,low
F11,6.1,7.81,2.055404964,0.002,-6.214608098,0.016945144,0.025,-3.688879454,0.147917433,6,6.814,48,1.285714286,2.578781513,sport,0.114558127,Mono,low
H5,4,8.05,2.085672091,0.003,-5.80914299,0.022834454,0.028,-3.575550769,0.1515349,4,2.971,28,1,3.132127955,sport,0.150687753,Mono,low
E4,7,8.14,2.09679018,0.002,-6.214608098,0.014635298,0.021,-3.863232841,0.10998896,7,2.864,38,0.583333333,2.934065934,sport,0.133061515,Mono,low
F12,6.1,8.23,2.107786015,0.004,-5.521460918,0.028152811,0.029,-3.540459449,0.147048088,6,6.814,48,1.285714286,2.578781513,sport,0.191453088,Mono,low
H1,4,8.4,2.128231706,0.003,-5.80914299,0.019639973,0.032,-3.442019376,0.152775073,4,2.971,28,1,3.132127955,sport,0.128554826,Mono,low
G16,6.2,8.85,2.180417459,0.003,-5.80914299,0.016326298,0.036,-3.324236341,0.147379448,6,6.814,48,1.285714286,2.578781513,sport,0.110777304,Mono,low
H14,4,9.15,2.213753879,0.004,-5.521460918,0.019344632,0.04,-3.218875825,0.148437198,4,2.971,28,1,3.132127955,sport,0.130321999,Mono,low
E7,7,9.42,2.242835089,0.004,-5.521460918,0.017451724,0.038,-3.270169119,0.129437148,7,2.864,38,0.583333333,2.934065934,sport,0.134827782,Mono,low
F8,6.1,9.43,2.243896097,0.005,-5.298317367,0.02173285,0.046,-3.079113882,0.156198077,6,6.814,48,1.285714286,2.578781513,sport,0.139136476,Mono,low
F3,6.1,9.85,2.287471455,0.033,-3.411247718,0.122927438,0.173,-1.754463684,0.516668836,6,6.814,48,1.285714286,2.578781513,sport,0.237923074,Mono,low
G15,6.2,10.01,2.303584593,0.004,-5.521460918,0.014073934,0.045,-3.101092789,0.128163105,6,6.814,48,1.285714286,2.578781513,sport,0.109812679,Mono,low
F14,6.1,10.17,2.31944221,0.01,-4.605170186,0.033263588,0.087,-2.44184716,0.236472708,6,6.814,48,1.285714286,2.578781513,sport,0.140665652,Mono,low
G14,6.2,10.31,2.333114298,0.003,-5.80914299,0.009507469,0.038,-3.270169119,0.09920941,6,6.814,48,1.285714286,2.578781513,sport,0.095832327,Mono,low
H10,4,11.5,2.442347035,0.007,-4.96184513,0.015068137,0.077,-2.563949857,0.145714975,4,2.971,28,1,3.132127955,sport,0.103408296,Mono,low
H2,4,11.82,2.469793012,0.01,-4.605170186,0.019532332,0.105,-2.253794929,0.183268368,4,2.971,28,1,3.132127955,sport,0.106577759,Mono,low
F2,6.1,12.15,2.49732917,0.01,-4.605170186,0.017717726,0.101,-2.292634762,0.162550743,6,6.814,48,1.285714286,2.578781513,sport,0.108998124,Mono,low
E2,7,12.33,2.512035317,0.011,-4.509860006,0.018500566,0.092,-2.385966702,0.141788139,7,2.864,38,0.583333333,2.934065934,sport,0.130480349,Mono,low
H17,4,12.65,2.537657215,0.018,-4.017383521,0.027647925,0.157,-1.851509474,0.224372829,4,2.971,28,1,3.132127955,sport,0.123223141,Mono,low
H6,4,12.8,2.549445171,0.012,-4.422848629,0.017678415,0.137,-1.987774353,0.189107736,4,2.971,28,1,3.132127955,sport,0.093483299,Mono,low
F13,6.1,12.95,2.561095788,0.01,-4.605170186,0.014136612,0.108,-2.225624052,0.144047696,6,6.814,48,1.285714286,2.578781513,sport,0.09813841,Mono,low
G12,6.2,13.13,2.574899688,0.02,-3.912023005,0.026924471,0.172,-1.760260802,0.220267216,6,6.814,48,1.285714286,2.578781513,sport,0.122235491,Mono,low
H11,4,13.44,2.598235335,0.015,-4.199705078,0.018591825,0.155,-1.864330162,0.185309102,4,2.971,28,1,3.132127955,sport,0.100328722,Mono,low
G10,6.2,13.66,2.614471854,0.012,-4.422848629,0.014042451,0.137,-1.987774353,0.156139256,6,6.814,48,1.285714286,2.578781513,sport,0.089935426,Mono,low
H13,4,13.83,2.626840146,0.016,-4.135166557,0.017920958,0.17,-1.771956842,0.186816864,4,2.971,28,1,3.132127955,sport,0.095927946,Mono,low
F15,6.1,14.08,2.644755351,0.021,-3.863232841,0.022075466,0.152,-1.883874758,0.158448987,6,6.814,48,1.285714286,2.578781513,sport,0.139322228,Mono,low
G13,6.2,15.44,2.736961545,0.034,-3.381394754,0.025785255,0.217,-1.527857925,0.172398745,6,6.814,48,1.285714286,2.578781513,sport,0.149567531,Mono,low
G8,6.2,15.8,2.76000994,0.018,-4.017383521,0.01258115,0.201,-1.604450371,0.149204382,6,6.814,48,1.285714286,2.578781513,sport,0.084321586,Mono,low
F4,6.1,17.33,2.852439104,0.027,-3.611918413,0.013604126,0.212,-1.551169004,0.119857329,6,6.814,48,1.285714286,2.578781513,sport,0.113502661,Mono,low
G9,6.2,17.61,2.868466923,0.023,-3.772261063,0.010949305,0.215,-1.537117251,0.115947315,6,6.814,48,1.285714286,2.578781513,sport,0.094433447,Mono,low
,,7,1.945910149,0.001,-6.907755279,0.012485341,0.014,-4.268697949,0.114366415,,,,,,sport.1,0.109169649,Singleton,sing
,,9.14,2.212660385,0.002,-6.214608098,0.009709841,0.032,-3.442019376,0.119132919,,,,,,sport.1,0.081504261,Singleton,sing
,,9.3,2.2300144,0.002,-6.214608098,0.009131129,0.035,-3.352407217,0.123807392,,,,,,sport.1,0.073752693,Singleton,sing
,,9.65,2.266957915,0.002,-6.214608098,0.008011454,0.041,-3.194183212,0.130075556,,,,,,sport.1,0.061590775,Singleton,sing
,,9.69,2.271094426,0.003,-5.80914299,0.011842444,0.039,-3.244193633,0.122231758,,,,,,sport.1,0.096885165,Singleton,sing
,,11.06,2.403334996,0.005,-5.298317367,0.01235736,0.047,-3.057607677,0.099775647,,,,,,sport.1,0.12385146,Singleton,sing
,,11.08,2.405141681,0.004,-5.521460918,0.009822845,0.053,-2.937463365,0.111915705,,,,,,sport.1,0.08777003,Singleton,sing
,,11.33,2.427454075,0.006,-5.11599581,0.01361494,0.085,-2.465104022,0.168068727,,,,,,sport.1,0.081008168,Singleton,sing
,,11.53,2.444952334,0.006,-5.11599581,0.012796944,0.087,-2.44184716,0.163380196,,,,,,sport.1,0.078326161,Singleton,sing
,,12.35,2.513656063,0.006,-5.11599581,0.01003347,0.084,-2.47693848,0.12884208,,,,,,sport.1,0.077874166,Singleton,sing
,,12.36,2.514465452,0.007,-4.96184513,0.011672213,0.096,-2.343407088,0.146897403,,,,,,sport.1,0.079458269,Singleton,sing
,,12.53,2.528125769,0.005,-5.298317367,0.007943609,0.083,-2.488914671,0.121995423,,,,,,sport.1,0.06511399,Singleton,sing
,,12.67,2.539236994,0.01,-4.605170186,0.015274274,0.109,-2.216407397,0.155051471,,,,,,sport.1,0.098510994,Singleton,sing
,,12.79,2.548663616,0.006,-5.11599581,0.008863704,0.084,-2.47693848,0.116216545,,,,,,sport.1,0.076268863,Singleton,sing
,,12.95,2.561095788,0.006,-5.11599581,0.008481967,0.082,-2.501036032,0.109369547,,,,,,sport.1,0.07755328,Singleton,sing
,,13.18,2.578700529,0.007,-4.96184513,0.009297585,0.083,-2.488914671,0.105108199,,,,,,sport.1,0.088457276,Singleton,sing
B6,Singleton,13.36,2.592265168,0.014,-4.268697949,0.017723111,0.127,-2.063568193,0.154528004,sport.s,0.852,6,0.2,0.5,sport,0.114691902,Singleton,sing
,,13.78,2.623218266,0.008,-4.828313737,0.009076138,0.111,-2.198225078,0.12328893,,,,,,sport.1,0.073616812,Singleton,sing
,,15.76,2.757475084,0.01,-4.605170186,0.007052548,0.134,-2.009915479,0.100215176,,,,,,sport.1,0.070374049,Singleton,sing
,,16.31,2.791778417,0.009,-4.710530702,0.005621285,0.174,-1.74869998,0.117622168,,,,,,sport.1,0.047791035,Singleton,sing
,,18.33,2.908539062,0.024,-3.729701449,0.009913923,0.278,-1.280134165,0.133228603,,,,,,sport.1,0.074412871,Singleton,sing
